Pair ID,FRUS_ID,Cables_ID,FRUS Link,Cables Link,SUBJECT,OTHER,COSINE,VERIFIED MATCH,TF_IDF_SCORE,PAIR_IN_OLD_MATCHES,Notes,Initial
164,frus1977-80v08d215,1978TELAV10541,history-lab.org/documents/frus1977-80v08d215,history-lab.org/documents/1978TELAV10541,,,Yes,No Match,0.767152,No,Both documents are related to the same topic but they do not match,mm
165,frus1969-76ve06d54,1976STATE212737,history-lab.org/documents/frus1969-76ve06d54,history-lab.org/documents/1976STATE212737,Yes,,Yes,Match,0.767662,Yes,,mm
166,frus1969-76v27d300,1975STATE263718,history-lab.org/documents/frus1969-76v27d300,history-lab.org/documents/1975STATE263718,,,Yes,No Match,0.767698,No,,mm
167,frus1977-80v26d62,1977STATE035924,history-lab.org/documents/frus1977-80v26d62,history-lab.org/documents/1977STATE035924,Yes,,Yes,Match,0.767739,Yes,,mm
168,frus1969-76v27d300,1975TABRIZ00059,history-lab.org/documents/frus1969-76v27d300,history-lab.org/documents/1975TABRIZ00059,,,Yes,No Match,0.767746,No,,mm
169,frus1969-76v21d332,1979STATE070344,history-lab.org/documents/frus1969-76v21d332,history-lab.org/documents/1979STATE070344,,,Yes,No Match,0.767754,No,,mm
170,frus1977-80v02d105,1978PORTO02419,history-lab.org/documents/frus1977-80v02d105,history-lab.org/documents/1978PORTO02419,,,Yes,No Match,0.767995,No,,mm
171,frus1969-76ve14p2d168,1975STATE133038,history-lab.org/documents/frus1969-76ve14p2d168,history-lab.org/documents/1975STATE133038,,,Yes,No Match,0.768043,No,,mm
172,frus1977-80v26d237,1979STATE153173,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979STATE153173,,,Yes,No Match,0.76823,No,,mm
173,frus1977-80v16d215,1978STATE249884,history-lab.org/documents/frus1977-80v16d215,history-lab.org/documents/1978STATE249884,,,Yes,Match,0.768323,No,Only the first sentence is different,mm
174,frus1969-76v18d142,1979STATE070344,history-lab.org/documents/frus1969-76v18d142,history-lab.org/documents/1979STATE070344,,,Yes,No Match,0.768451,No,,mm
175,frus1977-80v26d237,1979GENEVA10114,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979GENEVA10114,,,Yes,No Match,0.768513,No,,mm
176,frus1977-80v08d279,1978JERUSA00660,history-lab.org/documents/frus1977-80v08d279,history-lab.org/documents/1978JERUSA00660,,,Yes,No Match,0.768562,No,,mm
177,frus1969-76ve11p1d66,1974MEXICO05723,history-lab.org/documents/frus1969-76ve11p1d66,history-lab.org/documents/1974MEXICO05723,,,Yes,No Match,0.768566,No,,mm
178,frus1977-80v16d55,1977CAPET00656,history-lab.org/documents/frus1977-80v16d55,history-lab.org/documents/1977CAPET00656,Yes,,Yes,Partial Match,0.768688,No,,mm
179,frus1969-76v31d98,1975STATE205868,history-lab.org/documents/frus1969-76v31d98,history-lab.org/documents/1975STATE205868,,,Yes,No Match,0.768714,No,,mm
180,frus1969-76v26d227,1979STATE147615,history-lab.org/documents/frus1969-76v26d227,history-lab.org/documents/1979STATE147615,,,Yes,No Match,0.769143,No,,mm
181,frus1977-80v16d50,1977STATE078517,history-lab.org/documents/frus1977-80v16d50,history-lab.org/documents/1977STATE078517,,,Yes,No Match,0.769277,No,,mm
182,frus1969-76v27d129,1975STATE124719,history-lab.org/documents/frus1969-76v27d129,history-lab.org/documents/1975STATE124719,,,Yes,Partial Match,0.76933,No,,mm
183,frus1969-76v37d105,1976STATE261560,history-lab.org/documents/frus1969-76v37d105,history-lab.org/documents/1976STATE261560,,,Yes,Partial Match,0.769559,No,,mm
184,frus1969-76ve11p1d256,1975MANAGU03595,history-lab.org/documents/frus1969-76ve11p1d256,history-lab.org/documents/1975MANAGU03595,Yes,,Yes,Match,0.769562,No,,mm
185,frus1969-76v18d90,1975TAIPEI01644,history-lab.org/documents/frus1969-76v18d90,history-lab.org/documents/1975TAIPEI01644,,,Yes,No Match,0.769626,No,,mm
186,frus1977-80v26d33,1978STATE157353,history-lab.org/documents/frus1977-80v26d33,history-lab.org/documents/1978STATE157353,,,Yes,No Match,0.769906,No,,mm
187,frus1977-80v02d73,1978STATE188597,history-lab.org/documents/frus1977-80v02d73,history-lab.org/documents/1978STATE188597,,,Yes,No Match,0.769937,No,,mm
188,frus1977-80v26d237,1979GENEVA10115,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979GENEVA10115,,,Yes,No Match,0.770008,No,,mm
189,frus1969-76ve15p2d78,1975STATE176498,history-lab.org/documents/frus1969-76ve15p2d78,history-lab.org/documents/1975STATE176498,,,Yes,No Match,0.770072,No,,mm
190,frus1977-80v02d73,1977STATE049664,history-lab.org/documents/frus1977-80v02d73,history-lab.org/documents/1977STATE049664,,,Yes,No Match,0.770082,No,,mm
191,frus1969-76v22d13,1974PANAMA06409,history-lab.org/documents/frus1969-76v22d13,history-lab.org/documents/1974PANAMA06409,,,Yes,No Match,0.770156,No,,mm
192,frus1977-80v26d33,1978HELSIN01811,history-lab.org/documents/frus1977-80v26d33,history-lab.org/documents/1978HELSIN01811,,,Yes,No Match,0.770178,No,,mm
193,frus1977-80v21d183,1978ATHENS08606,history-lab.org/documents/frus1977-80v21d183,history-lab.org/documents/1978ATHENS08606,,,Yes,Partial Match,0.77021,No,,mm
194,frus1977-80v26d223,1978GENEVA15756,history-lab.org/documents/frus1977-80v26d223,history-lab.org/documents/1978GENEVA15756,,,Yes,No Match,0.770248,No,,mm
195,frus1977-80v26d226,1979GENEVA16648,history-lab.org/documents/frus1977-80v26d226,history-lab.org/documents/1979GENEVA16648,,,Yes,No Match,0.770334,No,,mm
196,frus1977-80v29d79,1978STATE003466,history-lab.org/documents/frus1977-80v29d79,history-lab.org/documents/1978STATE003466,,,Yes,No Match,0.770361,No,,mm
197,frus1977-80v26d7,1978HELSIN01811,history-lab.org/documents/frus1977-80v26d7,history-lab.org/documents/1978HELSIN01811,,,Yes,No Match,0.770395,No,,mm
198,frus1969-76v22d13,1975STATE259835,history-lab.org/documents/frus1969-76v22d13,history-lab.org/documents/1975STATE259835,,,Yes,No Match,0.770421,No,,mm
199,frus1977-80v26d226,1979GENEVA11427,history-lab.org/documents/frus1977-80v26d226,history-lab.org/documents/1979GENEVA11427,,,Yes,No Match,0.770439,No,,mm
200,frus1977-80v29d158,1978STATE072014,history-lab.org/documents/frus1977-80v29d158,history-lab.org/documents/1978STATE072014,Yes,,Yes,Match,0.770455,No,,mm
201,frus1977-80v02d159,1978STATE203701,history-lab.org/documents/frus1977-80v02d159,history-lab.org/documents/1978STATE203701,,,Yes,No Match,0.770557,No,,mm
202,frus1969-76ve11p1d166,1973GUATEM01408,history-lab.org/documents/frus1969-76ve11p1d166,history-lab.org/documents/1973GUATEM01408,Yes,,Yes,Match,0.770869,No,,mm
203,frus1977-80v02d60,1978STATE188597,history-lab.org/documents/frus1977-80v02d60,history-lab.org/documents/1978STATE188597,,,Yes,No Match,0.770946,No,,mm
204,frus1977-80v26d446,1978MOSCOW11259,history-lab.org/documents/frus1977-80v26d446,history-lab.org/documents/1978MOSCOW11259,,,Yes,No Match,0.771028,No,,mm
205,frus1977-80v08d215,1978JERUSA00691,history-lab.org/documents/frus1977-80v08d215,history-lab.org/documents/1978JERUSA00691,,,Yes,No Match,0.771136,No,,mm
206,frus1977-80v26d7,1978STATE157353,history-lab.org/documents/frus1977-80v26d7,history-lab.org/documents/1978STATE157353,,,Yes,No Match,0.771226,No,,mm
207,frus1969-76ve08d124,1973TEHRAN02683,history-lab.org/documents/frus1969-76ve08d124,history-lab.org/documents/1973TEHRAN02683,,,Yes,Partial Match,0.771422,Yes,,AP
208,frus1969-76v31d61,1973ECBRU06770,history-lab.org/documents/frus1969-76v31d61,history-lab.org/documents/1973ECBRU06770,,,Yes,No Match,0.771457,No,,mm
209,frus1969-76v38p2d65,1976STATE015449,history-lab.org/documents/frus1969-76v38p2d65,history-lab.org/documents/1976STATE015449,Yes,,Yes,Partial Match,0.771465,No,,mm
210,frus1969-76v28d211,1976SECTO28006,history-lab.org/documents/frus1969-76v28d211,history-lab.org/documents/1976SECTO28006,,,Yes,Partial Match,0.771484,No,,mm
211,frus1969-76ve08d158,1974NEWDE03236,history-lab.org/documents/frus1969-76ve08d158,history-lab.org/documents/1974NEWDE03236,,,Yes,Partial Match,0.771558,Yes,,AP
212,frus1977-80v26d226,1979GENEVA05504,history-lab.org/documents/frus1977-80v26d226,history-lab.org/documents/1979GENEVA05504,,,Yes,Partial Match,0.771713,No,,AP
213,frus1977-80v26d237,1978GENEVA18287,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1978GENEVA18287,,,Yes,Partial Match,0.771725,No,,AP
214,frus1969-76v18d142,1976STATE054193,history-lab.org/documents/frus1969-76v18d142,history-lab.org/documents/1976STATE054193,,,Yes,No Match,0.771885,No,,AP
215,frus1977-80v29d3,1977STATE189613,history-lab.org/documents/frus1977-80v29d3,history-lab.org/documents/1977STATE189613,,,Yes,Partial Match,0.771888,No,,AP
216,frus1977-80v02d105,1977STATE178449,history-lab.org/documents/frus1977-80v02d105,history-lab.org/documents/1977STATE178449,,,Yes,No Match,0.771947,No,,mm
217,frus1977-80v02d29,1977STATE178449,history-lab.org/documents/frus1977-80v02d29,history-lab.org/documents/1977STATE178449,,,Yes,No Match,0.772045,No,,mm
218,frus1969-76ve09p1d115,1976STATE263793,history-lab.org/documents/frus1969-76ve09p1d115,history-lab.org/documents/1976STATE263793,Yes,,Yes,Match,0.772146,Yes,,mm
219,frus1977-80v18d273,1979STATE054819,history-lab.org/documents/frus1977-80v18d273,history-lab.org/documents/1979STATE054819,,,Yes,Match,0.772285,No,,mm
220,frus1969-76ve08d90,1977VIENNA08880,history-lab.org/documents/frus1969-76ve08d90,history-lab.org/documents/1977VIENNA08880,,,Yes,No Match,0.772296,No,,mm
221,frus1969-76ve14p2d41,1974STATE074927,history-lab.org/documents/frus1969-76ve14p2d41,history-lab.org/documents/1974STATE074927,,,Yes,Partial Match,0.772421,No,,mm
222,frus1977-80v06d208,1979STATE156853,history-lab.org/documents/frus1977-80v06d208,history-lab.org/documents/1979STATE156853,,,Yes,Match,0.772537,No,,mm
223,frus1977-80v26d346,1977STATE091828,history-lab.org/documents/frus1977-80v26d346,history-lab.org/documents/1977STATE091828,,,Yes,Partial Match,0.772584,No,,mm
224,frus1969-76ve08d253,1975NEWDE05359,history-lab.org/documents/frus1969-76ve08d253,history-lab.org/documents/1975NEWDE05359,,,Yes,No Match,0.772782,No,,mm
225,frus1977-80v16d18,1977STATE007716,history-lab.org/documents/frus1977-80v16d18,history-lab.org/documents/1977STATE007716,,,Yes,No Match,0.772973,No,,mm
226,frus1969-76v31d61,1974ECBRU01531,history-lab.org/documents/frus1969-76v31d61,history-lab.org/documents/1974ECBRU01531,,,Yes,No Match,0.773149,No,,mm
227,frus1977-80v29d3,1977STATE189639,history-lab.org/documents/frus1977-80v29d3,history-lab.org/documents/1977STATE189639,,,Yes,No Match,0.773203,No,,mm
228,frus1969-76v27d284,1975TEHRAN02751,history-lab.org/documents/frus1969-76v27d284,history-lab.org/documents/1975TEHRAN02751,Yes,,Yes,Partial Match,0.773324,Yes,,mm
229,frus1977-80v08d224,1978CAIRO17988,history-lab.org/documents/frus1977-80v08d224,history-lab.org/documents/1978CAIRO17988,,,Yes,No Match,0.773355,No,,mm
230,frus1969-76v26d227,1979STATE078095,history-lab.org/documents/frus1969-76v26d227,history-lab.org/documents/1979STATE078095,,,Yes,Partial Match,0.773539,No,,mm
231,frus1977-80v26d241,1979GENEVA16648,history-lab.org/documents/frus1977-80v26d241,history-lab.org/documents/1979GENEVA16648,,,Yes,No Match,0.77374,No,,mm
232,frus1969-76v22d103,1975STATE265742,history-lab.org/documents/frus1969-76v22d103,history-lab.org/documents/1975STATE265742,,,Yes,Match,0.774002,No,,mm
233,frus1969-76ve08d90,1978USUNN00559,history-lab.org/documents/frus1969-76ve08d90,history-lab.org/documents/1978USUNN00559,,,Yes,No Match,0.774158,No,,mm
234,frus1969-76ve11p2d45,1976BUENOS03462,history-lab.org/documents/frus1969-76ve11p2d45,history-lab.org/documents/1976BUENOS03462,Yes,,Yes,Match,0.774165,Yes,,mm
235,frus1977-80v13d180,1978STATE323822,history-lab.org/documents/frus1977-80v13d180,history-lab.org/documents/1978STATE323822,,,Yes,Match,0.774209,No,,mm
236,frus1977-80v01d67,1977STATE287622,history-lab.org/documents/frus1977-80v01d67,history-lab.org/documents/1977STATE287622,,,Yes,No Match,0.774804,No,,mm
237,frus1977-80v08d175,1977STATE298038,history-lab.org/documents/frus1977-80v08d175,history-lab.org/documents/1977STATE298038,,,Yes,Match,0.774938,No,,mm
238,frus1977-80v01d103,1978STATE311265,history-lab.org/documents/frus1977-80v01d103,history-lab.org/documents/1978STATE311265,,,Yes,Partial Match,0.774993,No,,mm
239,frus1977-80v06d41,1977STATE189626,history-lab.org/documents/frus1977-80v06d41,history-lab.org/documents/1977STATE189626,,,Yes,Partial Match,0.775021,No,,mm
240,frus1977-80v16d60,1977USUNN01964,history-lab.org/documents/frus1977-80v16d60,history-lab.org/documents/1977USUNN01964,,,Yes,No Match,0.775174,No,,mm
241,frus1977-80v29d82,1978STATE003466,history-lab.org/documents/frus1977-80v29d82,history-lab.org/documents/1978STATE003466,,,Yes,No Match,0.775293,No,,mm
242,frus1977-80v08d128,1977STATE242585,history-lab.org/documents/frus1977-80v08d128,history-lab.org/documents/1977STATE242585,,,Yes,Partial Match,0.77554,No,Found some similar sentences,mm
243,frus1977-80v08d175,1977SECTO12125,history-lab.org/documents/frus1977-80v08d175,history-lab.org/documents/1977SECTO12125,,,Yes,Partial Match,0.775617,No,missing paragraphs,mm
244,frus1969-76v21d332,1976STATE054193,history-lab.org/documents/frus1969-76v21d332,history-lab.org/documents/1976STATE054193,,,Yes,No Match,0.775626,No,Declassified doc,mm
245,frus1969-76ve16d145,1979STATE219279,history-lab.org/documents/frus1969-76ve16d145,history-lab.org/documents/1979STATE219279,,,Yes,No Match,0.775852,No,Declassified doc,mm
246,frus1977-80v08d128,1977SECTO10064_2,history-lab.org/documents/frus1977-80v08d128,history-lab.org/documents/1977SECTO10064_2,,,Yes,Partial Match,0.775853,No,,mm
247,frus1977-80v26d237,1979GENEVA18021,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979GENEVA18021,,,Yes,No Match,0.775936,No,,mm
248,frus1969-76ve11p1d371,1974STATE263802,history-lab.org/documents/frus1969-76ve11p1d371,history-lab.org/documents/1974STATE263802,,,Yes,Match,0.775939,No,,mm
249,frus1969-76v27d193,1976TEHRAN10874,history-lab.org/documents/frus1969-76v27d193,history-lab.org/documents/1976TEHRAN10874,,,Yes,Match,0.776013,Yes,,mm
250,frus1969-76ve08d99,1977USUNN03441,history-lab.org/documents/frus1969-76ve08d99,history-lab.org/documents/1977USUNN03441,,,Yes,No Match,0.776286,No,Same topic but couldn't find similar sentences,mm
251,frus1977-80v16d215,1978STATE249885,history-lab.org/documents/frus1977-80v16d215,history-lab.org/documents/1978STATE249885,Yes,,Yes,Match,0.77691,No,,mm
252,frus1977-80v03d63,1977STATE245539,history-lab.org/documents/frus1977-80v03d63,history-lab.org/documents/1977STATE245539,,,Yes,Partial Match,0.777269,No,,mm
253,frus1969-76ve15p2d191,1976OSLO02049,history-lab.org/documents/frus1969-76ve15p2d191,history-lab.org/documents/1976OSLO02049,,,Yes,No Match,0.777869,No,,mm
254,frus1977-80v08d215,1978STATE018385,history-lab.org/documents/frus1977-80v08d215,history-lab.org/documents/1978STATE018385,,,Yes,No Match,0.778004,No,,mm
255,frus1969-76ve11p1d146,1976SANJO03532,history-lab.org/documents/frus1969-76ve11p1d146,history-lab.org/documents/1976SANJO03532,Yes,,Yes,Match,0.778033,No,,mm
256,frus1977-80v20d87,1978SOFIA03204,history-lab.org/documents/frus1977-80v20d87,history-lab.org/documents/1978SOFIA03204,Yes,,Yes,Match,0.778431,Yes,,mm
257,frus1969-76v30d82,1974STATE152379,history-lab.org/documents/frus1969-76v30d82,history-lab.org/documents/1974STATE152379,,,Yes,Match,0.778698,Yes,,mm
258,frus1977-80v16d219,1978LUSAKA04418,history-lab.org/documents/frus1977-80v16d219,history-lab.org/documents/1978LUSAKA04418,,,Yes,Partial Match,0.778727,No,,mm
259,frus1969-76ve08d90,1979GENEVA09314,history-lab.org/documents/frus1969-76ve08d90,history-lab.org/documents/1979GENEVA09314,,,Yes,No Match,0.779231,No,,mm
260,frus1977-80v26d237,1979GENEVA02256,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979GENEVA02256,,,Yes,No Match,0.779305,No,,mm
261,frus1977-80v08d215,1978JERUSA00217,history-lab.org/documents/frus1977-80v08d215,history-lab.org/documents/1978JERUSA00217,,,Yes,No Match,0.779434,No,,mm
262,frus1977-80v08d249,1978JERUSA00217,history-lab.org/documents/frus1977-80v08d249,history-lab.org/documents/1978JERUSA00217,,,Yes,No Match,0.779638,No,,mm
263,frus1969-76ve08d90,1978USUNN00530,history-lab.org/documents/frus1969-76ve08d90,history-lab.org/documents/1978USUNN00530,,,Yes,No Match,0.779725,No,,mm
264,frus1969-76ve11p2d64,1973STATE155285,history-lab.org/documents/frus1969-76ve11p2d64,history-lab.org/documents/1973STATE155285,,,Yes,Match,0.779736,No,,mm
265,frus1977-80v16d182,1977STATE310110,history-lab.org/documents/frus1977-80v16d182,history-lab.org/documents/1977STATE310110,,,Yes,Match,0.779959,No,,mm
266,frus1977-80v16d182,1977STATE310559,history-lab.org/documents/frus1977-80v16d182,history-lab.org/documents/1977STATE310559,,,Yes,Match,0.779959,No,same doc as above,mm
267,frus1977-80v26d226,1979GENEVA19583,history-lab.org/documents/frus1977-80v26d226,history-lab.org/documents/1979GENEVA19583,,,Yes,No Match,0.78001,No,,mm
268,frus1977-80v16d182,1977SECTO13014,history-lab.org/documents/frus1977-80v16d182,history-lab.org/documents/1977SECTO13014,,,Yes,Match,0.780649,No,,mm
269,frus1969-76v37d136,1977STATE267884,history-lab.org/documents/frus1969-76v37d136,history-lab.org/documents/1977STATE267884,,,Yes,No Match,0.780674,No,,mm
270,frus1977-80v16d219,1978STATE319561,history-lab.org/documents/frus1977-80v16d219,history-lab.org/documents/1978STATE319561,,,Yes,Partial Match,0.780846,No,,mm
271,frus1977-80v06d239,1979STATE323556,history-lab.org/documents/frus1977-80v06d239,history-lab.org/documents/1979STATE323556,Yes,,Yes,Match,0.781269,No,,mm
272,frus1977-80v13d188,1978TAIPEI08741,history-lab.org/documents/frus1977-80v13d188,history-lab.org/documents/1978TAIPEI08741,,,Yes,Partial Match,0.781279,No,,mm
273,frus1977-80v28d117,1979STATE186885,history-lab.org/documents/frus1977-80v28d117,history-lab.org/documents/1979STATE186885,,,Yes,No Match,0.781679,No,,mm
274,frus1977-80v26d237,1979GENEVA18426,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979GENEVA18426,,,Yes,No Match,0.781762,No,,mm
275,frus1977-80v16d78,1977USUNN04349,history-lab.org/documents/frus1977-80v16d78,history-lab.org/documents/1977USUNN04349,,,Yes,Partial Match,0.781799,No,,mm
276,frus1969-76v26d88,1974USUNN02010,history-lab.org/documents/frus1969-76v26d88,history-lab.org/documents/1974USUNN02010,,,Yes,Partial Match,0.782032,No,,mm
277,frus1969-76v25d348,1973TELAV09339,history-lab.org/documents/frus1969-76v25d348,history-lab.org/documents/1973TELAV09339,Yes,,Yes,Match,0.782097,Yes,,mm
278,frus1977-80v18d231,1977STATE145783,history-lab.org/documents/frus1977-80v18d231,history-lab.org/documents/1977STATE145783,,,Yes,Match,0.782204,No,,mm
279,frus1977-80v03d168,1978STATE256125,history-lab.org/documents/frus1977-80v03d168,history-lab.org/documents/1978STATE256125,,,Yes,Match,0.782491,No,,mm
280,frus1977-80v08d118,1978STATE042823,history-lab.org/documents/frus1977-80v08d118,history-lab.org/documents/1978STATE042823,,,Yes,No Match,0.782493,No,,mm
281,frus1977-80v26d237,1979GENEVA19164,history-lab.org/documents/frus1977-80v26d237,history-lab.org/documents/1979GENEVA19164,,,Yes,No Match,0.782495,No,,mm
282,frus1969-76ve08d258,1975NEWDE05120,history-lab.org/documents/frus1969-76ve08d258,history-lab.org/documents/1975NEWDE05120,,,Yes,No Match,0.782779,No,,mm
283,frus1969-76ve11p2d237,1976STATE184182,history-lab.org/documents/frus1969-76ve11p2d237,history-lab.org/documents/1976STATE184182,Yes,,Yes,Match,0.782822,No,,mm
